54,1538
54,1538
54,1538
54,1538
53,1569
53,1569
54,1540
54,1540
56,1485
56,1485
57,1459
57,1459
63,1320
63,1320
67,1241
67,1241
68,1223
68,1223
68,1223
68,1223
54,1547
54,1547
54,1547
66,1265
66,1265
75,1113
75,1113
60,1393
60,1393
57,1467
57,1467
56,1494
56,1494
58,1442
58,1442
57,1471
57,1471
59,1421
59,1421
58,1447
58,1447
57,1476
57,1476
57,1477
57,1477
60,1403
60,1403
64,1315
64,1315
53,1589
53,1589
58,1453
58,1453
58,1455
58,1455
54,1564
54,1564
57,1482
57,1482
57,1482
57,1482
58,1456
58,1456
57,1489
57,1489
59,1440
59,1440
56,1519
56,1519
61,1396
61,1396
48,1775
48,1775
49,1739
49,1739
49,1739
49,1739
48,1776
48,1776
48,1777
48,1777
49,1744
49,1744
49,1746
49,1746
48,1784
48,1784
49,1748
49,1748
63,1359
63,1359
62,1383
62,1383
62,1384
62,1384
34,2638
34,2638
60,1495
60,1495
41,2190
41,2190
65,1381
65,1381
34,2643
34,2643
34,2643
34,2643
35,2568
35,2568
36,2496
36,2496
39,2304
39,2304
39,2304
39,2304
39,2304
39,2304
57,1576
57,1576
57,1576
57,1576
59,1523
59,1523
59,1523
59,1523
63,1426
63,1426
66,1361
66,1361
68,1321
68,1321
75,1198
75,1198
76,1182
76,1182
77,1167
77,1167
33,2732
35,2576
35,2576
46,1960
46,1960
53,1701
53,1701
57,1581
58,1554
58,1554
67,1345
67,1345
82,1099
82,1099
41,2200
41,2200
64,1409
64,1409
32,2857
32,2857
42,2176
42,2176
64,1428
64,1428
67,1364
67,1364
33,2770
33,2770
65,1406
65,1406
36,2542
36,2542
67,1366
67,1366
34,2694
34,2694
63,1454
63,1454
46,1992
46,1992
66,1388
66,1388
35,2621
35,2621
67,1369
67,1369
46,1996
46,1996
72,1275
72,1275
38,2417
38,2417
40,2296
40,2296
63,1457
63,1457
66,1391
66,1391
37,2485
37,2485
61,1507
61,1507
39,2360
39,2360
63,1461
63,1461
33,2794
33,2794
62,1487
62,1487
31,2978
31,2978
32,2885
32,2885
32,2885
32,2885
34,2715
34,2715
62,1489
62,1489
63,1465
63,1465
64,1442
64,1442
65,1420
65,1420
37,2500
37,2500
65,1423
65,1423
34,2725
34,2725
62,1494
62,1494
33,2811
33,2811
61,1521
61,1521
34,2731
34,2731
64,1451
64,1451
30,3100
30,3100
53,1754
53,1754
31,3001
31,3001
31,3001
31,3001
53,1755
53,1755
54,1723
54,1723
31,3004
31,3004
53,1757
53,1757
31,3006
31,3006
53,1758
53,1758
31,3009
31,3009
54,1727
54,1727
31,3011
31,3011
54,1729
54,1729
31,3015
31,3015
53,1763
53,1763
32,2921
32,2921
53,1763
53,1763
58,1611
58,1611
70,1335
70,1335
50,1871
50,1871
68,1376
68,1376
51,1836
51,1836
69,1357
69,1357
